id,question,answer,due_date,num,active
357,What is the Hindi of multiply ___,गुणा,2020-10-01 17:50:28.505849,0,False
358,What is the Hindi of nothing ___,कुछ नहीं,2020-10-01 17:50:28.505849,0,False
359,What is the Hindi of course ___,कोर्स,2020-10-01 17:50:28.505849,0,False
360,What is the Hindi of stay ___,रहना,2020-10-01 17:50:28.505849,0,False
361,What is the Hindi of wheel ___,पहिया,2020-10-01 17:50:28.505849,0,False
362,What is the Hindi of full ___,पूर्ण,2020-10-01 17:50:28.505849,0,False
363,What is the Hindi of force ___,बल,2020-10-01 17:50:28.505849,0,False
364,What is the Hindi of blue ___,नीला,2020-10-01 17:50:28.505849,0,False
365,What is the Hindi of object ___,वस्तु,2020-10-01 17:50:28.505849,0,False
366,What is the Hindi of decide ___,तय,2020-10-01 17:50:28.505849,0,False
367,What is the Hindi of surface ___,सतह,2020-10-01 17:50:28.505849,0,False
368,What is the Hindi of deep ___,गहरा,2020-10-01 17:50:28.505849,0,False
369,What is the Hindi of moon ___,चांद,2020-10-01 17:50:28.505849,0,False
370,What is the Hindi of island ___,द्वीप,2020-10-01 17:50:28.505849,0,False
371,What is the Hindi of foot ___,पैर,2020-10-01 17:50:28.505849,0,False
372,What is the Hindi of system ___,प्रणाली,2020-10-01 17:50:28.505849,0,False
373,What is the Hindi of busy ___,व्यस्त,2020-10-01 17:50:28.505849,0,False
374,What is the Hindi of test ___,परीक्षण,2020-10-01 17:50:28.505849,0,False
375,What is the Hindi of record ___,रिकॉर्ड,2020-10-01 17:50:28.505849,0,False
376,What is the Hindi of boat ___,नाव,2020-10-01 17:50:28.505849,0,False
377,What is the Hindi of common ___,आम,2020-10-01 17:50:28.505849,0,False
378,What is the Hindi of gold ___,सोना,2020-10-01 17:50:28.505849,0,False
379,What is the Hindi of example ___,उदाहरण,2020-10-01 17:50:28.505849,0,False
380,What is the Hindi of able ___,सक्षम,2020-10-01 17:50:28.505849,0,False
381,What is the Hindi of quick ___,त्वरित,2020-10-01 17:50:28.505849,0,False
382,What is the Hindi of fly ___,मक्खी,2020-10-01 17:50:28.505849,0,False
383,What is the Hindi of certain ___,कुछ,2020-10-01 17:50:28.505849,0,False
384,What is the Hindi of wonder ___,आश्चर्य,2020-10-01 17:50:28.505849,0,False
385,What is the Hindi of laugh ___,हंसी,2020-10-01 17:50:28.505849,0,False
386,What is the Hindi of thousand ___,हजार,2020-10-01 17:50:28.505849,0,False
387,What is the Hindi of ago ___,पहले,2020-10-01 17:50:28.505849,0,False
388,What is the Hindi of ran ___,भागा,2020-10-01 17:50:28.505849,0,False
389,What is the Hindi of check ___,जाँच,2020-10-01 17:50:28.505849,0,False
390,What is the Hindi of game ___,खेल,2020-10-01 17:50:28.505849,0,False
391,What is the Hindi of shape ___,आकार,2020-10-01 17:50:28.505849,0,False
392,What is the Hindi of equate ___,समानता,2020-10-01 17:50:28.505849,0,False
393,What is the Hindi of hot ___,गरम,2020-10-01 17:50:28.505849,0,False
394,What is the Hindi of miss ___,मिस,2020-10-01 17:50:28.505849,0,False
395,What is the Hindi of brought ___,लाया,2020-10-01 17:50:28.505849,0,False
396,What is the Hindi of snow ___,बर्फ,2020-10-01 17:50:28.505849,0,False
397,What is the Hindi of dry ___,सूखा,2020-10-01 17:50:28.505849,0,False
398,What is the Hindi of tire ___,टायर,2020-10-01 17:50:28.505849,0,False
399,What is the Hindi of bring ___,लाना,2020-10-01 17:50:28.505849,0,False
400,What is the Hindi of yes ___,हां,2020-10-01 17:50:28.505849,0,False
401,What is the Hindi of distant ___,दूर,2020-10-01 17:50:28.505849,0,False
402,What is the Hindi of fill ___,भरने,2020-10-01 17:50:28.505849,0,False
403,What is the Hindi of east ___,पूर्व,2020-10-01 17:50:28.505849,0,False
404,What is the Hindi of paint ___,रंग,2020-10-01 17:50:28.505849,0,False
405,What is the Hindi of language ___,भाषा,2020-10-01 17:50:28.505849,0,False
406,What is the Hindi of among ___,के बीच,2020-10-01 17:50:28.505849,0,False
407,What is the Hindi of unit ___,इकाई,2020-10-01 17:50:28.505849,0,False
408,What is the Hindi of power ___,बिजली,2020-10-01 17:50:28.505849,0,False
409,What is the Hindi of town ___,शहर,2020-10-01 17:50:28.505849,0,False
410,What is the Hindi of fine ___,ठीक,2020-10-01 17:50:28.505849,0,False
411,What is the Hindi of fall ___,गिरावट,2020-10-01 17:50:28.505849,0,False
412,What is the Hindi of ocean ___,सागर,2020-10-01 17:50:28.505849,0,False
413,What is the Hindi of lead ___,नेतृत्व,2020-10-01 17:50:28.505849,0,False
414,What is the Hindi of cry ___,रोना,2020-10-01 17:50:28.505849,0,False
415,What is the Hindi of many ___,कई,2020-10-01 17:50:28.505849,0,False
416,What is the Hindi of machine ___,मशीन,2020-10-01 17:50:28.505849,0,False
417,What is the Hindi of note ___,नोट,2020-10-01 17:50:28.505849,0,False
418,What is the Hindi of wait ___,इंतजार,2020-10-01 17:50:28.505849,0,False
419,What is the Hindi of plan ___,योजना,2020-10-01 17:50:28.505849,0,False
420,What is the Hindi of figure ___,आंकड़ा,2020-10-01 17:50:28.505849,0,False
421,What is the Hindi of star ___,सितारा,2020-10-01 17:50:28.505849,0,False
422,What is the Hindi of box ___,बॉक्स,2020-10-01 17:50:28.505849,0,False
423,What is the Hindi of noun ___,संज्ञा,2020-10-01 17:50:28.505849,0,False
424,What is the Hindi of field ___,क्षेत्र,2020-10-01 17:50:28.505849,0,False
425,What is the Hindi of rest ___,बाकी,2020-10-01 17:50:28.505849,0,False
426,What is the Hindi of pound ___,पाउंड,2020-10-01 17:50:28.505849,0,False
427,What is the Hindi of begin ___,प्रारंभ करना,2020-10-01 17:50:28.505849,0,False
428,What is the Hindi of stead ___,जगह,2020-10-01 17:50:28.505849,0,False
429,What is the Hindi of done ___,किया,2020-10-01 17:50:28.505849,0,False
430,What is the Hindi of beauty ___,सुंदरता,2020-10-01 17:50:28.505849,0,False
431,What is the Hindi of drive ___,ड्राइव,2020-10-01 17:50:28.505849,0,False
432,What is the Hindi of stood ___,खड़ा हुआ,2020-10-01 17:50:28.505849,0,False
433,What is the Hindi of contain ___,होते हैं,2020-10-01 17:50:28.505849,0,False
434,What is the Hindi of front ___,सामने,2020-10-01 17:50:28.505849,0,False
435,What is the Hindi of teach ___,सिखाना,2020-10-01 17:50:28.505849,0,False
436,What is the Hindi of week ___,सप्ताह,2020-10-01 17:50:28.505849,0,False
437,What is the Hindi of final ___,अंतिम,2020-10-01 17:50:28.505849,0,False
438,What is the Hindi of gave ___,दिया,2020-10-01 17:50:28.505849,0,False
439,What is the Hindi of green ___,हरे रंग,2020-10-01 17:50:28.505849,0,False
440,What is the Hindi of oh ___,ओह,2020-10-01 17:50:28.505849,0,False
441,What is the Hindi of develop ___,विकसित,2020-10-01 17:50:28.505849,0,False
442,What is the Hindi of warm ___,गर्म,2020-10-01 17:50:28.505849,0,False
443,What is the Hindi of heat ___,गर्मी,2020-10-01 17:50:28.505849,0,False
444,What is the Hindi of free ___,मुक्त,2020-10-01 17:50:28.505849,0,False
445,What is the Hindi of minute ___,मिनट,2020-10-01 17:50:28.505849,0,False
446,What is the Hindi of strong ___,मजबूत,2020-10-01 17:50:28.505849,0,False
447,What is the Hindi of special ___,विशेष,2020-10-01 17:50:28.505849,0,False
448,What is the Hindi of mind ___,मन,2020-10-01 17:50:28.505849,0,False
449,What is the Hindi of behind ___,पीछे,2020-10-01 17:50:28.505849,0,False
450,What is the Hindi of clear ___,स्पष्ट,2020-10-01 17:50:28.505849,0,False
451,What is the Hindi of tail ___,पूंछ,2020-10-01 17:50:28.505849,0,False
452,What is the Hindi of produce ___,उत्पादन,2020-10-01 17:50:28.505849,0,False
453,What is the Hindi of fact ___,तथ्य,2020-10-01 17:50:28.505849,0,False
454,What is the Hindi of space ___,अंतरिक्ष,2020-10-01 17:50:28.505849,0,False
455,What is the Hindi of heard ___,सुना,2020-10-01 17:50:28.505849,0,False
456,What is the Hindi of best ___,सर्वश्रेष्ठ,2020-10-01 17:50:28.505849,0,False
457,What is the Hindi of hour ___,घंटे,2020-10-01 17:50:28.505849,0,False
458,What is the Hindi of better ___,बेहतर,2020-10-01 17:50:28.505849,0,False
459,What is the Hindi of true ___,सच,2020-10-01 17:50:28.505849,0,False
460,What is the Hindi of during ___,दौरान,2020-10-01 17:50:28.505849,0,False
461,What is the Hindi of hundred ___,सौ,2020-10-01 17:50:28.505849,0,False
462,What is the Hindi of five ___,पांच,2020-10-01 17:50:28.505849,0,False
463,What is the Hindi of remember ___,याद,2020-10-01 17:50:28.505849,0,False
464,What is the Hindi of step ___,कदम,2020-10-01 17:50:28.505849,0,False
465,What is the Hindi of early ___,शीघ्र,2020-10-01 17:50:28.505849,0,False
466,What is the Hindi of hold ___,पकड़,2020-10-01 17:50:28.505849,0,False
467,What is the Hindi of west ___,पश्चिम,2020-10-01 17:50:28.505849,0,False
468,What is the Hindi of ground ___,जमीन,2020-10-01 17:50:28.505849,0,False
469,What is the Hindi of interest ___,ब्याज,2020-10-01 17:50:28.505849,0,False
470,What is the Hindi of reach ___,तक पहुँचने,2020-10-01 17:50:28.505849,0,False
471,What is the Hindi of fast ___,तेजी,2020-10-01 17:50:28.505849,0,False
472,What is the Hindi of verb ___,क्रिया,2020-10-01 17:50:28.505849,0,False
473,What is the Hindi of sing ___,गाना,2020-10-01 17:50:28.505849,0,False
474,What is the Hindi of listen ___,सुनो,2020-10-01 17:50:28.505849,0,False
475,What is the Hindi of six ___,छह,2020-10-01 17:50:28.505849,0,False
476,What is the Hindi of table ___,तालिका,2020-10-01 17:50:28.505849,0,False
477,What is the Hindi of travel ___,यात्रा,2020-10-01 17:50:28.505849,0,False
478,What is the Hindi of less ___,कम,2020-10-01 17:50:28.505849,0,False
479,What is the Hindi of morning ___,सुबह,2020-10-01 17:50:28.505849,0,False
480,What is the Hindi of ten ___,दस,2020-10-01 17:50:28.505849,0,False
481,What is the Hindi of simple ___,सरल,2020-10-01 17:50:28.505849,0,False
482,What is the Hindi of several ___,कई,2020-10-01 17:50:28.505849,0,False
483,What is the Hindi of vowel ___,स्वर,2020-10-01 17:50:28.505849,0,False
484,What is the Hindi of toward ___,की ओर,2020-10-01 17:50:28.505849,0,False
485,What is the Hindi of war ___,युद्ध,2020-10-01 17:50:28.505849,0,False
486,What is the Hindi of lay ___,रखना,2020-10-01 17:50:28.505849,0,False
487,What is the Hindi of against ___,के खिलाफ,2020-10-01 17:50:28.505849,0,False
488,What is the Hindi of pattern ___,पैटर्न,2020-10-01 17:50:28.505849,0,False
489,What is the Hindi of slow ___,धीमी,2020-10-01 17:50:28.505849,0,False
490,What is the Hindi of center ___,केंद्र,2020-10-01 17:50:28.505849,0,False
491,What is the Hindi of love ___,प्यार,2020-10-01 17:50:28.505849,0,False
492,What is the Hindi of person ___,व्यक्ति,2020-10-01 17:50:28.505849,0,False
493,What is the Hindi of money ___,धन,2020-10-01 17:50:28.505849,0,False
494,What is the Hindi of serve ___,सेवा कर,2020-10-01 17:50:28.505849,0,False
495,What is the Hindi of appear ___,प्रकट,2020-10-01 17:50:28.505849,0,False
496,What is the Hindi of road ___,सड़क,2020-10-01 17:50:28.505849,0,False
497,What is the Hindi of map ___,नक्शा,2020-10-01 17:50:28.505849,0,False
498,What is the Hindi of rain ___,बारिश,2020-10-01 17:50:28.505849,0,False
499,What is the Hindi of rule ___,नियम,2020-10-01 17:50:28.505849,0,False
500,What is the Hindi of govern ___,शासन,2020-10-01 17:50:28.505849,0,False
501,What is the Hindi of pull ___,खींच,2020-10-01 17:50:28.505849,0,False
502,What is the Hindi of cold ___,ठंड,2020-10-01 17:50:28.505849,0,False
503,What is the Hindi of then ___,तो,2020-10-01 17:50:28.505849,0,False
504,What is the Hindi of square ___,वर्ग,2020-10-01 17:50:28.505849,0,False
505,What is the Hindi of him ___,उसे,2020-10-01 17:50:28.505849,0,False
506,What is the Hindi of bed ___,बिस्तर,2020-10-01 17:50:28.505849,0,False
507,What is the Hindi of egg ___,अंडा,2020-10-01 17:50:28.505849,0,False
508,What is the Hindi of ride ___,सवारी,2020-10-01 17:50:28.505849,0,False
509,What is the Hindi of cell ___,सेल,2020-10-01 17:50:28.505849,0,False
510,What is the Hindi of believe ___,विश्वास है,2020-10-01 17:50:28.505849,0,False
511,What is the Hindi of perhaps ___,शायद,2020-10-01 17:50:28.505849,0,False
512,What is the Hindi of pick ___,उठाओ,2020-10-01 17:50:28.505849,0,False
513,What is the Hindi of sudden ___,अचानक,2020-10-01 17:50:28.505849,0,False
514,What is the Hindi of count ___,गिनती,2020-10-01 17:50:28.505849,0,False
515,What is the Hindi of reason ___,कारण,2020-10-01 17:50:28.505849,0,False
516,What is the Hindi of oil ___,तेल,2020-10-01 17:50:28.505849,0,False
517,What is the Hindi of length ___,लंबाई,2020-10-01 17:50:28.505849,0,False
518,What is the Hindi of represent ___,का प्रतिनिधित्व,2020-10-01 17:50:28.505849,0,False
519,What is the Hindi of art ___,कला,2020-10-01 17:50:28.505849,0,False
520,What is the Hindi of subject ___,विषय,2020-10-01 17:50:28.505849,0,False
521,What is the Hindi of region ___,क्षेत्र,2020-10-01 17:50:28.505849,0,False
522,What is the Hindi of size ___,आकार,2020-10-01 17:50:28.505849,0,False
523,What is the Hindi of vary ___,भिन्न हो,2020-10-01 17:50:28.505849,0,False
524,What is the Hindi of settle ___,बसा,2020-10-01 17:50:28.505849,0,False
525,What is the Hindi of speak ___,बोलना,2020-10-01 17:50:28.505849,0,False
526,What is the Hindi of weight ___,वजन,2020-10-01 17:50:28.505849,0,False
527,What is the Hindi of general ___,सामान्य,2020-10-01 17:50:28.505849,0,False
528,What is the Hindi of ice ___,बर्फ,2020-10-01 17:50:28.505849,0,False
529,What is the Hindi of circle ___,वृत्त,2020-10-01 17:50:28.505849,0,False
530,What is the Hindi of leg ___,पैर,2020-10-01 17:50:28.505849,0,False
531,What is the Hindi of exercise ___,व्यायाम,2020-10-01 17:50:28.505849,0,False
532,What is the Hindi of wall ___,दीवार,2020-10-01 17:50:28.505849,0,False
533,What is the Hindi of hope ___,आशा,2020-10-01 17:50:28.505849,0,False
534,What is the Hindi of brother ___,भाई,2020-10-01 17:50:28.505849,0,False
535,What is the Hindi of probable ___,संभावित,2020-10-01 17:50:28.505849,0,False
536,What is the Hindi of strange ___,अजीब,2020-10-01 17:50:28.505849,0,False
537,What is the Hindi of pair ___,जोड़ी,2020-10-01 17:50:28.505849,0,False
538,What is the Hindi of wave ___,लहर,2020-10-01 17:50:28.505849,0,False
539,What is the Hindi of drop ___,ड्रॉप,2020-10-01 17:50:28.505849,0,False
540,What is the Hindi of heart ___,दिल,2020-10-01 17:50:28.505849,0,False
541,What is the Hindi of am ___,AM,2020-10-01 17:50:28.505849,0,False
542,What is the Hindi of present ___,वर्तमान,2020-10-01 17:50:28.505849,0,False
543,What is the Hindi of heavy ___,भारी,2020-10-01 17:50:28.505849,0,False
544,What is the Hindi of dance ___,नृत्य,2020-10-01 17:50:28.505849,0,False
545,What is the Hindi of position ___,स्थिति,2020-10-01 17:50:28.505849,0,False
546,What is the Hindi of blow ___,झटका,2020-10-01 17:50:28.505849,0,False
547,What is the Hindi of wide ___,विस्तृत,2020-10-01 17:50:28.505849,0,False
548,What is the Hindi of bad ___,बुरा,2020-10-01 17:50:28.505849,0,False
549,What is the Hindi of sail ___,स्टील अथॉरिटी ऑफ इंडिया,2020-10-01 17:50:28.505849,0,False
550,What is the Hindi of material ___,सामग्री,2020-10-01 17:50:28.505849,0,False
551,What is the Hindi of fraction ___,अंश,2020-10-01 17:50:28.505849,0,False
552,What is the Hindi of forest ___,वन,2020-10-01 17:50:28.505849,0,False
553,What is the Hindi of sit ___,बैठना,2020-10-01 17:50:28.505849,0,False
554,What is the Hindi of race ___,दौड़,2020-10-01 17:50:28.505849,0,False
555,What is the Hindi of window ___,खिड़की,2020-10-01 17:50:28.505849,0,False
556,What is the Hindi of store ___,दुकान,2020-10-01 17:50:28.505849,0,False
557,What is the Hindi of summer ___,गर्मियों,2020-10-01 17:50:28.505849,0,False
558,What is the Hindi of train ___,सफर,2020-10-01 17:50:28.505849,0,False
559,What is the Hindi of sleep ___,नींद,2020-10-01 17:50:28.505849,0,False
560,What is the Hindi of lone ___,लोन,2020-10-01 17:50:28.505849,0,False
561,What is the Hindi of syllable ___,शब्दांश,2020-10-01 17:50:28.505849,0,False
562,What is the Hindi of divide ___,विभाजन,2020-10-01 17:50:28.505849,0,False
563,What is the Hindi of matter ___,मामला,2020-10-01 17:50:28.505849,0,False
564,What is the Hindi of include ___,शामिल,2020-10-01 17:50:28.505849,0,False
565,What is the Hindi of clothe ___,कपड़े,2020-10-01 17:50:28.505849,0,False
566,What is the Hindi of gone ___,चला गया,2020-10-01 17:50:28.505849,0,False
567,What is the Hindi of ball ___,गेंद,2020-10-01 17:50:28.505849,0,False
568,What is the Hindi of sky ___,आसमान,2020-10-01 17:50:28.505849,0,False
569,What is the Hindi of joy ___,हर्ष,2020-10-01 17:50:28.505849,0,False
570,What is the Hindi of winter ___,सर्दियों,2020-10-01 17:50:28.505849,0,False
571,What is the Hindi of sat ___,शनि,2020-10-01 17:50:28.505849,0,False
572,What is the Hindi of written ___,लिखित,2020-10-01 17:50:28.505849,0,False
573,What is the Hindi of wild ___,जंगली,2020-10-01 17:50:28.505849,0,False
574,What is the Hindi of instrument ___,साधन,2020-10-01 17:50:28.505849,0,False
575,What is the Hindi of kept ___,रखा,2020-10-01 17:50:28.505849,0,False
576,What is the Hindi of glass ___,कांच,2020-10-01 17:50:28.505849,0,False
577,What is the Hindi of grass ___,घास,2020-10-01 17:50:28.505849,0,False
578,What is the Hindi of cow ___,गाय,2020-10-01 17:50:28.505849,0,False
579,What is the Hindi of job ___,काम,2020-10-01 17:50:28.505849,0,False
580,What is the Hindi of edge ___,बढ़त,2020-10-01 17:50:28.505849,0,False
581,What is the Hindi of sign ___,साइन,2020-10-01 17:50:28.505849,0,False
582,What is the Hindi of visit ___,यात्रा,2020-10-01 17:50:28.505849,0,False
583,What is the Hindi of past ___,अतीत,2020-10-01 17:50:28.505849,0,False
584,What is the Hindi of soft ___,मुलायम,2020-10-01 17:50:28.505849,0,False
585,What is the Hindi of fun ___,मज़ा,2020-10-01 17:50:28.505849,0,False
586,What is the Hindi of bright ___,उज्ज्वल,2020-10-01 17:50:28.505849,0,False
587,What is the Hindi of gas ___,गैस,2020-10-01 17:50:28.505849,0,False
588,What is the Hindi of weather ___,मौसम,2020-10-01 17:50:28.505849,0,False
589,What is the Hindi of month ___,माह,2020-10-01 17:50:28.505849,0,False
590,What is the Hindi of million ___,लाख,2020-10-01 17:50:28.505849,0,False
591,What is the Hindi of bear ___,भालू,2020-10-01 17:50:28.505849,0,False
592,What is the Hindi of dead ___,मृत,2020-10-01 17:50:28.505849,0,False
593,What is the Hindi of hunt ___,शिकार,2020-10-01 17:50:28.505849,0,False
594,What is the Hindi of discuss ___,चर्चा,2020-10-01 17:50:28.505849,0,False
595,What is the Hindi of slip ___,पर्ची,2020-10-01 17:50:28.505849,0,False
596,What is the Hindi of board ___,बोर्ड,2020-10-01 17:50:28.505849,0,False
597,What is the Hindi of wish ___,इच्छा,2020-10-01 17:50:28.505849,0,False
598,What is the Hindi of trade ___,व्यापार,2020-10-01 17:50:28.505849,0,False
599,What is the Hindi of mount ___,माउंट,2020-10-01 17:50:28.505849,0,False
600,What is the Hindi of melody ___,राग,2020-10-01 17:50:28.505849,0,False
601,What is the Hindi of trip ___,यात्रा,2020-10-01 17:50:28.505849,0,False
602,What is the Hindi of office ___,कार्यालय,2020-10-01 17:50:28.505849,0,False
603,What is the Hindi of receive ___,प्राप्त करना,2020-10-01 17:50:28.505849,0,False
604,What is the Hindi of row ___,पंक्ति,2020-10-01 17:50:28.505849,0,False
605,What is the Hindi of mouth ___,मुंह,2020-10-01 17:50:28.505849,0,False
606,What is the Hindi of exact ___,सटीक,2020-10-01 17:50:28.505849,0,False
607,What is the Hindi of symbol ___,प्रतीक,2020-10-01 17:50:28.505849,0,False
608,What is the Hindi of die ___,मरना,2020-10-01 17:50:28.505849,0,False
609,What is the Hindi of least ___,कम से कम,2020-10-01 17:50:28.505849,0,False
610,What is the Hindi of trouble ___,मुसीबत,2020-10-01 17:50:28.505849,0,False
611,What is the Hindi of shout ___,चिल्लाओ,2020-10-01 17:50:28.505849,0,False
612,What is the Hindi of except ___,सिवाय,2020-10-01 17:50:28.505849,0,False
613,What is the Hindi of wrote ___,लिखा,2020-10-01 17:50:28.505849,0,False
614,What is the Hindi of seed ___,बीज,2020-10-01 17:50:28.505849,0,False
615,What is the Hindi of tone ___,स्वर,2020-10-01 17:50:28.505849,0,False
616,What is the Hindi of join ___,शामिल होने,2020-10-01 17:50:28.505849,0,False
617,What is the Hindi of suggest ___,सुझाव है,2020-10-01 17:50:28.505849,0,False
618,What is the Hindi of clean ___,साफ,2020-10-01 17:50:28.505849,0,False
619,What is the Hindi of break ___,तोड़,2020-10-01 17:50:28.505849,0,False
620,What is the Hindi of lady ___,महिला,2020-10-01 17:50:28.505849,0,False
621,What is the Hindi of yard ___,यार्ड,2020-10-01 17:50:28.505849,0,False
622,What is the Hindi of rise ___,वृद्धि,2020-10-01 17:50:28.505849,0,False
623,What is the Hindi of flower ___,फूल,2020-10-01 17:50:28.505849,0,False
624,What is the Hindi of happy ___,खुश,2020-10-01 17:50:28.505849,0,False
625,What is the Hindi of catch ___,पकड़,2020-10-01 17:50:28.505849,0,False
626,What is the Hindi of finish ___,खत्म,2020-10-01 17:50:28.505849,0,False
627,What is the Hindi of yet ___,अभी तक,2020-10-01 17:50:28.505849,0,False
628,What is the Hindi of grand ___,भव्य,2020-10-01 17:50:28.505849,0,False
629,What is the Hindi of see ___,देखना,2020-10-01 17:50:28.505849,0,False
630,What is the Hindi of quite ___,काफी,2020-10-01 17:50:28.505849,0,False
631,What is the Hindi of case ___,मामले,2020-10-01 17:50:28.505849,0,False
632,What is the Hindi of touch ___,स्पर्श,2020-10-01 17:50:28.505849,0,False
633,What is the Hindi of grew ___,बढ़ी,2020-10-01 17:50:28.505849,0,False
634,What is the Hindi of cent ___,प्रतिशत,2020-10-01 17:50:28.505849,0,False
635,What is the Hindi of mix ___,मिश्रण,2020-10-01 17:50:28.505849,0,False
636,What is the Hindi of team ___,टीम,2020-10-01 17:50:28.505849,0,False
637,What is the Hindi of wire ___,तार,2020-10-01 17:50:28.505849,0,False
638,What is the Hindi of cost ___,लागत,2020-10-01 17:50:28.505849,0,False
639,What is the Hindi of lost ___,खोया,2020-10-01 17:50:28.505849,0,False
640,What is the Hindi of brown ___,ब्राउन,2020-10-01 17:50:28.505849,0,False
641,What is the Hindi of wear ___,पहनना,2020-10-01 17:50:28.505849,0,False
642,What is the Hindi of garden ___,बगीचा,2020-10-01 17:50:28.505849,0,False
643,What is the Hindi of equal ___,बराबर,2020-10-01 17:50:28.505849,0,False
644,What is the Hindi of choose ___,चयन,2020-10-01 17:50:28.505849,0,False
645,What is the Hindi of hair ___,बाल,2020-10-01 17:50:28.505849,0,False
646,What is the Hindi of fell ___,गिर गया,2020-10-01 17:50:28.505849,0,False
647,What is the Hindi of fit ___,फिट,2020-10-01 17:50:28.505849,0,False
648,What is the Hindi of flow ___,प्रवाह,2020-10-01 17:50:28.505849,0,False
649,What is the Hindi of fair ___,मेला,2020-10-01 17:50:28.505849,0,False
650,What is the Hindi of bank ___,बैंक,2020-10-01 17:50:28.505849,0,False
651,What is the Hindi of collect ___,इकट्ठा,2020-10-01 17:50:28.505849,0,False
652,What is the Hindi of save ___,बचा,2020-10-01 17:50:28.505849,0,False
653,What is the Hindi of control ___,नियंत्रण,2020-10-01 17:50:28.505849,0,False
654,What is the Hindi of decimal ___,दशमलव,2020-10-01 17:50:28.505849,0,False
655,What is the Hindi of ear ___,कान,2020-10-01 17:50:28.505849,0,False
656,What is the Hindi of tiny ___,छोटे,2020-10-01 17:50:28.505849,0,False
657,What is the Hindi of climb ___,चढ़ाई,2020-10-01 17:50:28.505849,0,False
658,What is the Hindi of else ___,बाकी,2020-10-01 17:50:28.505849,0,False
659,What is the Hindi of broke ___,तोड़ दिया,2020-10-01 17:50:28.505849,0,False
660,What is the Hindi of seven ___,सात,2020-10-01 17:50:28.505849,0,False
661,What is the Hindi of middle ___,बीच,2020-10-01 17:50:28.505849,0,False
662,What is the Hindi of finger ___,उंगली,2020-10-01 17:50:28.505849,0,False
663,What is the Hindi of nation ___,राष्ट्र,2020-10-01 17:50:28.505849,0,False
664,What is the Hindi of kill ___,हत्या,2020-10-01 17:50:28.505849,0,False
665,What is the Hindi of son ___,बेटा,2020-10-01 17:50:28.505849,0,False
666,What is the Hindi of poor ___,गरीब,2020-10-01 17:50:28.505849,0,False
667,What is the Hindi of natural ___,प्राकृतिक,2020-10-01 17:50:28.505849,0,False
668,What is the Hindi of excite ___,उत्तेजित,2020-10-01 17:50:28.505849,0,False
669,What is the Hindi of beat ___,हरा,2020-10-01 17:50:28.505849,0,False
670,What is the Hindi of lie ___,झूठ,2020-10-01 17:50:28.505849,0,False
671,What is the Hindi of fight ___,लड़ाई,2020-10-01 17:50:28.505849,0,False
672,What is the Hindi of value ___,मूल्य,2020-10-01 17:50:28.505849,0,False
673,What is the Hindi of industry ___,उद्योग,2020-10-01 17:50:28.505849,0,False
674,What is the Hindi of consonant ___,व्यंजन,2020-10-01 17:50:28.505849,0,False
675,What is the Hindi of dictionary ___,शब्दकोश,2020-10-01 17:50:28.505849,0,False
676,What is the Hindi of temperature ___,तापमान,2020-10-01 17:50:28.505849,0,False
677,What is the Hindi of milk ___,दूध,2020-10-01 17:50:28.505849,0,False
678,What is the Hindi of speed ___,गति,2020-10-01 17:50:28.505849,0,False
679,What is the Hindi of organ ___,अंग,2020-10-01 17:50:28.505849,0,False
680,What is the Hindi of experiment ___,प्रयोग,2020-10-01 17:50:28.505849,0,False
681,What is the Hindi of pay ___,भुगतान,2020-10-01 17:50:28.505849,0,False
682,What is the Hindi of age ___,उम्र,2020-10-01 17:50:28.505849,0,False
683,What is the Hindi of section ___,अनुभाग,2020-10-01 17:50:28.505849,0,False
684,What is the Hindi of dress ___,पोशाक,2020-10-01 17:50:28.505849,0,False
685,What is the Hindi of cloud ___,बादल,2020-10-01 17:50:28.505849,0,False
686,What is the Hindi of surprise ___,आश्चर्य,2020-10-01 17:50:28.505849,0,False
687,What is the Hindi of quiet ___,शांत,2020-10-01 17:50:28.505849,0,False
688,What is the Hindi of stone ___,पत्थर,2020-10-01 17:50:28.505849,0,False
689,What is the Hindi of cool ___,शीतल,2020-10-01 17:50:28.505849,0,False
690,What is the Hindi of third ___,तीसरे,2020-10-01 17:50:28.505849,0,False
691,What is the Hindi of felt ___,लगा,2020-10-01 17:50:28.505849,0,False
692,What is the Hindi of sense ___,भावना,2020-10-01 17:50:28.505849,0,False
693,What is the Hindi of floor ___,मंजिल,2020-10-01 17:50:28.505849,0,False
694,What is the Hindi of describe ___,वर्णन,2020-10-01 17:50:28.505849,0,False
695,What is the Hindi of iron ___,लोहा,2020-10-01 17:50:28.505849,0,False
696,What is the Hindi of single ___,एकल,2020-10-01 17:50:28.505849,0,False
697,What is the Hindi of stick ___,छड़ी,2020-10-01 17:50:28.505849,0,False
698,What is the Hindi of flat ___,फ्लैट,2020-10-01 17:50:28.505849,0,False
699,What is the Hindi of twenty ___,बीस,2020-10-01 17:50:28.505849,0,False
700,What is the Hindi of skin ___,त्वचा,2020-10-01 17:50:28.505849,0,False
701,What is the Hindi of smile ___,मुस्कान,2020-10-01 17:50:28.505849,0,False
702,What is the Hindi of crease ___,क्रीज,2020-10-01 17:50:28.505849,0,False
703,What is the Hindi of hole ___,छेद,2020-10-01 17:50:28.505849,0,False
